#Title: Statistical analysis of micro-variability properties 
#       of the blazar S5 0716+714 
#Authors: Xu J., Hu S., Webb J.R., Bhatta G., Jiang Y., 
#         Chen .X., Alexeeva S., Li Y. 
#Table: Photometric results catalog
#================================================================================
#Byte-by-byte Description of file: apjab3e50t1_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1-  4 I4     yr      Obs.Y  Year of the observation
#   6-  7 I2     month   Obs.M  Month of the observation
#   9- 10 I2     d       Obs.D  Day of the observation
#      12 A1     ---     Band   Band used in the observation
#  14- 24 F11.3  d       JD     Julian date of observation
#  26- 30 F5.2   mag     mag    Apparent magnitude in Band
#  32- 37 F6.4   mag   e_mag    Error in mag 
#--------------------------------------------------------------------------------
2011 01 16 I 2455578.169 12.57 0.0220 
2011 01 16 I 2455578.232 12.78 0.0190 
2011 01 16 I 2455578.235 12.82 0.0190 
2011 01 16 I 2455578.238 12.80 0.0190 
2011 01 16 I 2455578.241 12.82 0.0200 
2011 01 16 I 2455578.244 12.81 0.0190 
2011 01 16 I 2455578.247 12.85 0.0210 
2011 01 16 I 2455578.250 12.88 0.0220 
2011 01 16 I 2455578.253 12.99 0.0240 
2011 01 16 I 2455578.256 13.01 0.0210 
2011 01 16 I 2455578.259 12.98 0.0190 
2011 01 16 I 2455578.262 12.92 0.0180 
2011 01 16 I 2455578.265 12.93 0.0190 
2011 01 16 I 2455578.267 12.88 0.0180 
2011 01 16 I 2455578.270 12.84 0.0200 
2011 01 16 I 2455578.273 12.88 0.0220 
2011 01 16 I 2455578.276 12.88 0.0220 
2011 01 16 I 2455578.279 12.83 0.0210 
2011 01 16 I 2455578.282 12.92 0.0220 
2011 01 16 I 2455578.285 12.87 0.0210 
2011 01 16 I 2455578.288 12.84 0.0210 
2011 01 16 I 2455578.291 12.81 0.0220 
2011 01 16 I 2455578.294 12.81 0.0220 
2011 01 16 I 2455578.296 12.80 0.0210 
2011 01 16 I 2455578.299 12.79 0.0210 
2011 01 16 I 2455578.302 12.75 0.0210 
2011 01 16 I 2455578.305 12.71 0.0200 
2011 01 16 I 2455578.308 12.68 0.0190 
2011 01 16 I 2455578.311 12.71 0.0210 
2011 01 16 I 2455578.322 12.64 0.0190 
2011 01 16 I 2455578.325 12.57 0.0200 
2011 01 16 I 2455578.328 12.58 0.0190 
2011 01 16 I 2455578.331 12.51 0.0180 
2011 01 16 I 2455578.334 12.49 0.0190 
2011 01 16 I 2455578.337 12.49 0.0200 
2011 01 16 I 2455578.340 12.50 0.0190 
2011 01 16 I 2455578.343 12.50 0.0180 
2011 01 16 I 2455578.345 12.53 0.0190 
2011 01 16 I 2455578.348 12.54 0.0200 
2011 01 16 I 2455578.351 12.65 0.0220 
2011 01 16 I 2455578.354 12.62 0.0200 
2011 01 16 I 2455578.357 12.67 0.0200 
2011 01 16 I 2455578.360 12.69 0.0210 
2011 01 16 I 2455578.363 12.60 0.0190 
2011 01 16 I 2455578.366 12.71 0.0210 
2011 01 16 I 2455578.369 12.73 0.0210 
2011 01 16 I 2455578.372 12.69 0.0210 
2011 01 16 I 2455578.374 12.71 0.0200 
2011 01 16 I 2455578.377 12.74 0.0210 
2011 01 16 I 2455578.380 12.72 0.0220 
2011 01 16 I 2455578.383 12.71 0.0210 
2011 01 16 I 2455578.386 12.73 0.0220 
2011 01 16 I 2455578.389 12.75 0.0220 
2011 01 16 I 2455578.395 12.75 0.0220 
2011 01 16 I 2455578.398 12.76 0.0210 
2011 01 16 I 2455578.401 12.78 0.0240 
2011 01 16 I 2455578.404 12.82 0.0250 
2011 01 16 I 2455578.407 12.84 0.0250 
2011 01 16 R 2455578.163 13.38 0.0080 
2011 01 16 R 2455578.173 13.38 0.0070 
2011 01 16 R 2455578.182 13.37 0.0070 
2011 01 16 R 2455578.185 13.39 0.0070 
2011 01 16 R 2455578.188 13.39 0.0070 
2011 01 16 R 2455578.191 13.38 0.0070 
2011 01 16 R 2455578.194 13.39 0.0070 
2011 01 16 R 2455578.197 13.37 0.0070 
2011 01 16 R 2455578.199 13.36 0.0070 
